,text,class
6404,fuck krenshaw want sleep tomorrow,0
6405,would nice get good surf without drive allllll way south mean day,1
6406,hold arm want hold arms,0
6407,lit fried chicken fire stuff clean great,0
6408,learned nothing 20 years school,0
6409,online christmas shopping,0
6410,thinking interesting knowing less interesting looking,0
6411,anteater power,0
6412,read review precious link,0
6413,safe sound japan,1
6414,ok lady love bubble finally leaves house,0
6415,blah work lots need money worth really im looking happiness,1
6416,wants something damnit thats ill busy something,0
6417,friends,0
6418,chicka chicka slim shady,0
6419,back impact,0
6420,two days home richmond tuesday time go,1
6421,ready begin day fueled power french toast readings prepare read,0
6422,looks forward seeing beautiful mustachioed faces tonight atone 461 500 club,1
6423,dude get program,0
6424,cant wait friday,0
6425,trying write final papers library working argh,0
6426,life like box chocolates much marshmallow enough nuts,0
6427,new woody allen genius,0
6428,summer,0
6429,sleeping children fear sun brings new day,0
6430,needs win fit plus order stay shape dance yes count,0
6431,lucky friends like propane around point glass desk lead serious laser mouse frustration,0
6432,way new york,1
6433,well everyone know got reason say could put past away,0
6434,kid class put frog another kids shirt today along branches frog frog leaves branches fell shirt boys spent 5 minutes trying catch frog teacher stood corner screaming girls afraid frog frog peed boy caught thank god short school week,1
6435,sleepy mcsleeperson,0
6436,sore muscles dancing hard weekend,0
6437,goin north,0
6438,hosting propnames room comic strip live friday 6 come see superfriends rock joint prepared us,1
6439,woke queen head,0
6440,saw district 9 real good stressful,0
6441,gotta tell state shes,0
6442,new year five years since ive graduated still feel like loser thank sabumnim,1
6443,french redeemed nationality invention parkour,0
6444,beyond pissed propane right,1
6445,still nothing summer,1
6446,holy shit sky falling dad actually cheered tough spot maybe hes learning maybe flukeeither way feel lot better dammit someone find good yoga studio lol,1
6447,apologize last status real smoke session took place sure,1
6448,way 60 degrees rainy yay,0
6449,hey dont smoke tijuana itll make crazy grandma hehehhe,0
6450,firstborn turned 21 years old today,1
6451,turbo tax tried charging 140 dollars process taxes mom free fuck turbo tax thanks mom saving day,1
6452,existence polemic bad ideas cause considerable damage society,0
6453,desperately seeking room slash room mate anyone help leads,1
6454,yes yes fun thing,0
6455,bummed instant movie pull,1
6456,wanna go back work vacation,1
6457,going get busy tonight writing paper,1
6458,wants know doin,0
6459,knew shoulda scrapped cosplay hours ago claimed sleep mum laughed yah,0
6460,loves antisteroids commercials major league baseball,0
6461,still feel like shite,1
6462,haha wheeler hall siege,0
6463,finds funny rule road change survival snow storm,0
6464,wishes everyone happy new year,0
6465,awesome night propane propane mexico city two bottles mezcal later,1
6466,might get loud latest article link,0
6467,propane seattle,0
6468,gold propane gold,0
6469,life thorny youth vain worth ones love doth work like madness brainsamuel taylor coleridge,0
6470,holy freaking snow,0
6471,propane ejected new york state senate good slashed girlfriend knife,0
6472,drive see transformers star trek,1
6473,checking facebook little used tout facebook still bombards information time fool taking things glance,1
6474,soy un aprensivo segue la enfermedad soy un vivo soy un tipo de verdad soy caro cuando hay visit soy signal desde el principio hasta el final es lo que tengo es lo que hay tengo una papa mental que ya de quit va,0
6475,haha cant say im bored person time great weekend,1
6476,sermonizingher favorite saturday night pastime,0
6477,done 5 apps,0
6478,spending saturday sleeping sermonizing snacking,1
6479,results early cant look os,0
6480,im sorry jay included prank well miss man looking old pics raised couldnt done without always special place heart,1
6481,must always clown,0
6482,wishes werent ticklish sometimes right though one times,0
6483,apparently applied law school deal today least thats tell,1
6484,jacked neck somehow good nights sleep,0
6485,looking forward abs next month 3,0
6486,deli ko emo gi ming ra ko nimo mag drama ko la kai hem kai kahibaw ko busy ka bow,0
6487,read see vampireslink,0
6488,guy peacesign truck tailgate cuts freeway act kindness whole,0
6489,busy week rehearsals 3 great concerts maestro propane soloist propane propane violin trucker 7 day party shinsaibashi osaka monani gym japanese lessons duets thanksgiving dinner soon come universal studios,1
6490,bev quote hour bah chaos gods suck intangible throbbing member,0
6491,super excited first day dance practice,1
6492,best week surf worst week company dunno feel bout,0
6493,friggin hot like till today arrrggghhh sleeping loungeroom unite,0
6494,discovering many flavors insomnia,1
6495,ok new propane propane kind amazing coming 1022,1
6496,nearly ready say flipside egypt got hard rock cafe go still like anything alcoholic,1
6497,mom talking food reminds home last night little home sick love time year michigan,1
6498,going home frrrriiiday wood whoo,1
6499,frustrated displeased way next weeks shaping mailmsuedu make situation better im sending complaint,1
6500,cant get enough propane plans seeing march,1
6501,leaves turning yellow hold power button lets people doormwawaahh haha,0
6502,feeling good,1
6503,need roar,0
6504,heading bed feeling 100 tonight nye eyes every xo,1
6505,tired,1
6506,happy home time hava gorge mise,1
6507,love like cherry pie,0
6508,happy ith july people,0
6509,slightly disappointed find harvest horsehair horses farmville rather say glue dog food make bad person,0
6510,aced mesa practice test,1
6511,mom nothing like tea palette transport back early morning breakfasts florence,0
6512,home first scheduled day im bored mind,1
6513,dear jets defense aint shit propane cry baby got showed propane cant touch miami stop debating,0
6514,tendon truck kills us die side well pleasure privilege mine,0
6515,lo passed bin las vacations acuerdate con del dealio ad,0
6516,fair really fun today trying get hypnotized phone went right next reboot,1
6517,goin cruise mexico,1
6518,wasa like week im home means work anyone wanna buy love nah probably couldnt afford anyway,1
6519,day snow coming steadily outside beautiful little music little hot tea little work make decent day advice clearing cluttered basement,0
6520,mom liquid kryptonite,0
6521,realized song wanna make love heart woman picking stranger seducing order get child wha,0
6522,got home today north great,1
6523,soooo cold,0
6524,chorizo tastiest delicious meat known mankind im going eat crap,0
6525,ok ok ok run tell yo friends im im im u run tell city,0
6526,long restless night,0
6527,dead like fun concept executed disappointingly,0
6528,weird virustype thingy happened facebook closed facebook window popped aboutblank address bar practically infinite tabs facebookthe computer freezing badly see,0
6529,surprise mama daddy coming bringing things good thing got early managed productive morning getting ready spending afternoon getting partially moved apartment,1
6530,struggles say shes taking class networking straight face,1
6531,asked port 85 propane via nova de gain portugal,1
6532,happy new year night night work 7 hours 3,1
6533,link,0
6534,damn sense always getting way,0
6535,huge nerd posting books paperback swap,1
6536,banging head wall productive writing social analysis paper,0
6537,transparent,0
6538,work 100pm home write paper study first exam,1
6539,give,0
6540,owen gets number seven love balls ferguson,0
6541,think better world would whole world cookies milk three clock every afternoon lay blankets nap,0
6542,drunk good disguise drink talk assholes includes,0
6543,loves ord rock sun reruns,0
6544,dont want die ive still got headache dont want go heaven headache id cross wouldnt enjoy,1
6545,cooking home made chilli lime coriander burgers yummy feel like beer poker none play,1
6546,neeeeeeds dodgers win series,0
6547,dreamland,0
6548,digimon digital monsters digimon champions change digital champions save digital world,0
6549,hoping easy day,0
6550,im kicking ass vegas,1
6551,chilling home buddy mike,1
6552,foot im 18 loving,1
6553,anyone replaced machine deserves,0
6554,true hair always looks great day hair appointment however soon step humidity jolted back reality,0
6555,whats mind well hopefully top head,0
6556,anyone know get uv paint cherish amazon,0
6557,interesting stage life,0
6558,sweetwater tonight,1
6559,ahah beautiful propane many true yet politically incorrect things say instead keep,0
6560,seeing propane tonight class going see egypt central concert tomorrow start wonderful weekend,1
6561,thinks propnames family law would better fingerfood music strobe lights burlesque dancers case briefing,1
6562,headed back atlanta gasparilla hoot,1
6563,control take,0
6564,leaving tomorrow wif,1
6565,want reconcile violence heart want recognize beauty mask want exorcise demons past want satisfy undisclosed desires heart,0
6566,less 24 hours free academically grading landscapes sales sidewalks pitches slope topography models designing cemetery sectionsgood bye site engineering wont miss,1
6567,bought 1500 thread sheets,0
6568,propane make things work,0
6569,finally watched final episode tonight show propane amazing propnames speech brought tears also loved hearing something common cynicism least favorite quality i'll miss propane,0
6570,flavour chihuahua come,0
6571,bargain north,0
6572,misses ability drive,0
6573,want someone take giddy stratosphere,0
6574,saw old dothe things parents,1
6575,going edison tonight sister,1
6576,looking forward eating body weight tomorrow,0
6577,hearts propane,0
6578,matter youve got strut,0
6579,man feels good top school shit,0
6580,spent last 2 hours sitting dark happily listening music way loudly,0
6581,much love twilight team taylor extreme taking kids see tonight still elementary school school tomorrow guess taking kids period attacks sexual stuff,1
6582,phone iphone 31 os upgrade broke phone,1
6583,happy propane coming princeton,1
6584,propane made today waited half hour past appointment time propane awesome enough let hot chocolate,0
6585,wish time watch steelers stomp bears,0
6586,im eating bagel anyone care probably school 730,1
6587,admit zombieland pretty good,0
6588,engage brain asking anyone free february future,0
6589,facebook going create dislike button,0
6590,hug vegetarian day,1
6591,scheme back next year mercedesbenz sickkkkkkkkkkkkkkkkkkkkkkkkkk,0
6592,washed paper plate could use something else would easier grab new one right next,0
6593,la critique est aisle mais last est difficile,0
6594,tailgating wendy parking lot new thing,0
6595,thinks one library nemesis trying emergency tactic namely faking horrendous cough drive others away oh bitch,0
6596,arnuihooo rip,0
6597,u bust call cabana please,0
6598,trying change long overdue suppose,0
6599,really fucking tired dad telling nothing plan important,1
6600,lets go state 80 baby,0
6601,hold arms wanted hold arms propane,0
6602,really wishes lived england france right,0
6603,bike home lunch rather exhilarating oversized truck make right turns left lane without turn signals least light green maybe,0
6604,listening mice play chat ceiling,0
6605,wonderful wavy weekend big blue,1
6606,pineapple tonight,0
6607,satans furry jamais,0
6608,huh stand corrected,0
6609,whos gonna see harry potter movie person comes still allowed judge,1
6610,bad mood im going punch someone face,1
6611,loving new gig praying something better comes along would like see new harry movie oh could use long nap,1
6612,disneyland propane today,1
6613,ready bigger better things,0
6614,good morning starshine earth says hello,0
6615,watching little league world series,1
6616,lesson planning creating calendar school year hard believe teaching already sunday,1
6617,habit ko naligsan sa truck usa ka dago na truck habit ko naligsan sa dago na truck sa nu hahaha,0
6618,que es lo que en realized se debe de hacer lo que el corazon dirty lo que la razor te dice,0
6619,contacts finally long time coming quite nice see,0
6620,getting nervous first day teaching sats moving school augustine converging,1
6621,ive got cheap propane tickets call 7739627899,1
6622,lets go state,0
6623,back left coast,1
6624,facebook 1337,0
6625,rip prague nights fall semester 2007,0
6626,cant decide good bad med students score worse monkey randomly choosing answer use questions,0
6627,excited able predict weather properly interpreting satellite imagery,0
6628,rain gotten today fact flat iron diedbad hair cranky least look forward glee tonight,1
6629,sophisticasherwood anderson,0
6630,im better ya ex gonna better ya next,0
6631,raining sucks stupid wetness,0
6632,kevin smith halloween wind shaping big one,0
6633,needs get hair recovered ahhhhhhhhhhhh,0
6634,far away ship taken far away goshdarnit muse stop awesome,0
6635,going work outthe mapping setting six lanes tonight hit want,1
6636,pain bitch,0
6637,feels like punching something,1
6638,lets see weve typhoons pacific asia heavy flooding uk bushfires australia landslides turkey volcano eruption colombia new mutation hand thats resistant tamil whole lot violent human related killings singapore complain water reaching ankles wif,0
6639,realized valentines daychinese new year sunday saturdayoops,0
6640,contemplation mode,0
6641,need find house melt want move christmas,1
6642,realised around 5 last night nothing offer trickortreaters made toffee nobody came,0
6643,rocking casbah,0
6644,americans think accomplish everything quickly country thirtyminute lunches twominute football drill need slow make building relationships important building projects propane,0
6645,ate ton sugar woaaahhh explain im ripped,0
6646,fly vaseline,0
6647,discovered dog barks thunder,0
6648,like horoscope today time play play halfway go ahead fun,0
6649,funk today dont know depression maybe lack motivation depression process impatient,1
6650,love dead,0
6651,heading national order arrow conference,1
6652,bored reading emergency medicine shit depressing hell,1
6653,enjoyed lunch today,0
6654,normal monday gloom heightened,1
6655,hates business united states healthcare system,1
6656,pupil vow,0
6657,feliz navidad todossss aeropuerto lima,1
6658,making class schedule everything closes fast hard work blahhhh,0
6659,art museum sorry proposal ill work laterprobably,1
6660,happy friday laundry library sleep ahah,0
6661,checking car morninghope checks outis enjoying careless whatnottery,1
6662,seeing propane propane,0
6663,fuck yeah wales quite enjoy irony celebrating scotch,0
6664,anyone wanna see fly wednesday itll awesome,0
6665,abundance apple crisp peach cobbler peach pie house please help,0
6666,fucking computer got virus incredible,0
6667,gif hopefully fun,0
6668,get get,0
6669,know gonna pajama weekend find weekend grocery shopping 711 530,1
6670,baking cherry pie scratch,0
6671,see forgive imperfections youve auctioned clothes look see true reflection one loves propane one loves,0
6672,canteen lazy dog samba universal go go go go,1
6673,three flakes schools closed tomorrow weak,0
6674,fear might become reality godzilla reality propane,0
6675,cannot wait see propane today,1
6676,glad room little cooler surface sun,0
6677,cant arsed,0
6678,please pray propane est yr psych friend officer accident bloodshot currently undergoing operation cell doc host thank reliable source,1
6679,fullfledged vikram first time minute class opposed 60 minute classes already done hard damn feel great though,1
6680,due lack anyone interested life updates write delude someone read later actually care got new phone yesterday palm tree pay 30 mo extra use ill able use interweb white bluff 30 dollars fair price put cabin fever prevention maybe tweet,0
6681,greatly disappointed disgustingly partisan scriptwriting law order last night,0
6682,est semester officially done,0
6683,getting ready leave town weekend,1
6684,toughest decision life download ionosphere,0
6685,noticed anything new facebook missing,0
6686,going real,0
6687,someone,0
6688,oww backtoday im like 70 something,1
6689,ugh rough weekend,1
6690,thank everyone times lot birthday wishes happy new years everyone,1
6691,new goal 2010 write something publication actually published,0
6692,like exceptwheres julie dont like anymore,1
6693,finding place live ridiculously stressful,1
6694,feels blessed church familythere couldnt better church serve calvary,0
6695,bipolar job like propane propane articulate fob,0
6696,year eid want see muslim president morning talk shows,1
6697,watching basketball giving heartburn,0
6698,dont want go class today carrying stupid trifle board wind ehhhhhoh well,1
6699,merry christmas loves,0
6700,soooo tarheels,0
6701,15 billion dreams last night remembers nice work hippocampus,0
6702,gym tried cant think valid reason go plus legs arent sore yesterday thank later,1
6703,apparently new michael jackson real one missed though,0
6704,underground comedy lounge downtown la wednesday 8 downtown comedy club friday saturday see,1
6705,cant wait til thursday 3,1
6706,grilling good beer pretty awesome way spend saturday night,0
6707,keep swimming keep swimming swimming propane finding nemo stuck head forever phase lol,0
6708,wow,0
6709,insurance checked see condition preexisting condition,0
6710,hard time living phone come dal hook already work 6pmfacebook best way contact right,1
6711,going get head dracula ball project pitchfork carnal abbey tonight,1
6712,rearranged room drastically different,1
6713,education progressive discovery ignorance,0
6714,good night fishing,0
6715,ambrosia artemisiifolia cruel,0
6716,sunday want quite awesome still good day,1
6717,sleepy excited wondering,1
6718,go urbandictionarycom look first name using search engine copy status urban dictionary says name first comment,0
6719,hates propane leaving today great weekend excited right back thursday,1
6720,believes bad things come threes proverb,0
6721,many good movies,0
6722,starting like new room basement,1
6723,food network,0
6724,everyone elses musical tastes go forward mine seem switchback,0
6725,nervous getting cavities filled first time ever tomorrow side probably bad repair work stepping shovel feel bit better,1
6726,relocated last timestill studying home long confusing day,1
6727,go path may lead go instead path leave trail,0
6728,cannot get enough sweet breathing plants everyone read everyone,0
6729,associates russian classical composers christmas reason nutcracker stuff either bit odd especially since everyone knows santa lives finland russia,0
6730,got back great time ornery,1
6731,river woods booths house go,0
6732,showing memo whos boss,0
6733,anyone home ghost town,0
6734,bubble picture requested related note bike fallen victim insatiable hunger propnames venus bike trap,0
6735,miss sister,1
6736,excited see serious thats think,1
6737,brightens day,0
6738,il tu quelqu'un qui peut mexpliquer ctais supposed metre quoi ce soir la game carlisle de tabarnak best le criss de problme ils violent tu que je dbarque la avec mes cap easier que jail foutre une couple de coup de pied dans le cul vous voulez pas joker patient soir jespre que vous aller metre enforce pour la critique,0
6739,mom said propnames right lol,0
6740,make better attempt cleaning tomorrow,0
6741,purse stolen last night back hopelessness dammit,1
6742,aristotle following curse hes blocking entire screen cant anything hereget away kitty youll never catch mouse,0
6743,hal alive time 2010 conveniently enough sure im gonna keep cuz hes missing word eh internet,0
6744,shiny greenyblue hair fuck yeah,0
6745,face covered freckles occasional spot veins body covered skin see mind goes old lines brain torturous analytical thoug,0
6746,longest day ever tomorrow worse super,1
6747,finally feels like fall,0
6748,hand,0
6749,new york marathon happening right outside window soooo,0
6750,riverside strange wonderous mostly strange place show noon required murder avocados eat dinner 330 merry christmas world im stranded family,1
6751,sick starting letters dear friends dear im using different adjectives antiestablishment propane signed propane screw convention,0
6752,horrible formatting dell pa home stupid driver ad finally work one one install izz,0
6753,denver tried keep,1
6754,going get bum go running sometime next 5 minutes promise,1
6755,lend ear ill sing song might able hear without ear,0
6756,bought season 1 old thundercats cartoon watching shit old nostalgic favorite right unrelated note tons homework looks like good combination,0
6757,buddhist hamburger joint theyll make one everything,0
6758,mom cant find cheap orange transport backpack online propane used one twilight everyones paying topdollar hilarious,0
6759,wrecked overblown,1
6760,wonderful weekend propane family,1
6761,love taking back sunday definetely one best bands ever,0
6762,work 1130 10 long day,1
6763,careful cant move,1
6764,ordered real winter coat today long overdue,0
6765,would shout swim coral lies beneath waves oh joy every girl boy knowing happy safe would happy one tell us id like sea octopus garden memoriam requiescant pater august 16 1962 april 8 2006,0
6766,tengo un gato know anyone lives berrytree black cat missing,1
6767,like seems like entire room leaves weekend hope fun,0
6768,consumed many cough drops late im making wrapper bracelet,1
6769,bought ticket,1
6770,cos stars fading away try worry youll see day,0
6771,merry christmas,0
6772,jai guru diva om nothings gonna change world,0
6773,tied one loose end feels lighter already,0
6774,must read asher levgrrrr,0
6775,accidentally clicked wrong button page sorry sending farmville thing everyone,0
6776,wearing red lipstick watching movies hot boys mother screech family dog random even begin describe scene,0
6777,ears sore haha worth nothing tube continue study tars psych midterm momentarily meh,1
6778,mina game twice die gets like show ends alive anyway im happy talk u everything going neftali stephen lewis andre everybody else,1
6779,still sick oh well,1
6780,wants cottage cheese pastrami sandwich banana bread even severely ruins reputation,0
6781,see eyes shining bright cause im side jet black hotel mirror,0
6782,wheeeeeeeeeeeeee says continues nerdy couch veggie good sillyfuntime takin vote though cartoons shall play arcade fighters rags go oldschool narrowed far buts hard choose hehe,0
6783,saw tragiccomedic drama august osage county thought intensely true devastating redemptive isolating packed anger hurt joy confusion misunderstandings innocent deceptions family could centerpiece dissertation family systems theory,0
6784,today 2 month birthday,1
6785,cant believe used beethoven pathetique 1 att new commercial like insane,0
6786,michael scott dancing booze cruise episode really entertaining right,0
6787,saw avatar ad awesome go see everyone,0
6788,sacramento tonight starting badlands woo hoo,1
6789,feels pretty ooky going try power sing everything tomorrow anyway good idea lets watch,0
6790,things subject interpretation whichever interpretation prevails given time function power truth,0
6791,city hanging sweet lounge watching people pass fighting temptation become one crowd,1
6792,gonna try reset phys add ogre com tomorrow roar,0
6793,13 hours cap today going long day,0
6794,winter spring winter spring winter noticing patter weather,0
6795,remember going bed shes upset much drunk propane tries screw around hungover propane funny drunk propane,1
6796,lets go italian,1
6797,chemistry soo hard,0
6798,lost voice cheering beloved dodgers way,1
6799,yeah obama lets fix thing,1
6800,early bird catches worm,0
6801,addicted tap tap revenge ipod thinks could make great experimental paradigm studying motor learning,0
6802,pumped working monani cramming japanese lesson tomorrow,1
6803,way berkeley im broke need find emt job asap sent thanks,1
6804,anyone pittsburgh area able work polls tuesday ive got friend needs help let know thanks,0
6805,wishes moving world least jamie get,0
6806,dinner one favorite teachers finally home,0
6807,going hear propane read poetry tonight,1
6808,wow glow sticks soo funky,0
6809,congratulations propane new baby,0
6810,found word word modern translation othello hoorah hooray,0
6811,monday august 3 anyone want something,1
6812,walked around whole sundsvall today half way started rain,1
6813,apparently california institute technology long name mit graduate admissions,0
6814,going,1
6815,thinks one afraid go doctor cant afford one go broke get sick one die could afford care agree please post status rest day,0
6816,extra tickets university chicago graduation believe stand rain 45 minutes nobody even bothers take tickets get event,1
6817,spartan spooktacular kickoff golfers halloween,0
6818,dreading family law exam tomorrow last one ugh,1
6819,good sports weekend los angeles word,0
6820,holy poop stick long day,0
6821,cut sleep,1
6822,senator propane reminds senator propane considerably treacherous,1
6823,watching versed meteor shower next two nights,1
6824,feeling hypnotized,0
6825,maybe seizure seems ok today weird movements eating drinking casemate acting normal read online strokes common sound like bounce back quick,0
6826,time fire life im livin,0
6827,ari oo,0
6828,law school like biggest loser matter well well compared everyone else dun dun dun,0
6829,tonight going much fun cant wait scare living daylights trickortreaters,0
6830,tried transplanting palo verde trees today well see get one grow arroyo everyone downstream eventually,0
6831,thankful justice alias wit could make civ pro bearable reading hour,0
6832,halfway done med school outer banks two weeks limited access phone email check congrats classmates,1
6833,sleep act morning,1
6834,personality spans numerous gentleman intelligent athletic thug im humorous,1
6835,2010wise far good feeling pretty bloody fantastic compared emotional state last months ive even somewhat productive recently however going home desk chair made ass numb one wake sleeping ass haha ill probably sorry asked,1
6836,news steelers ith quarter depressing thing time,0
6837,day phone dates trappers cupbearer biologists ooh baby,1
6838,dear planes please stop crashing id like go trip ireland without dying either flight thanks propane,0
6839,streeterville wrigleyville printers row,0
6840,curvy lip spike funny,0
6841,snow link,0
6842,reminds engaging civil discourse resort accusations racism probably losing debate,1
6843,ok volleyballwho wants go iceskating tonight 101130 mune,1
6844,contemplating details urban planning,0
6845,sometimes gotta laugh,0
6846,walked house onto movie site morningcutshe said sorry hurried wallow lights bright,1
6847,thinking stairmasterbooty exercises tricked pole class tonight workout obsessed,0
6848,dress rehearsal tonight preparation bstad concerts music vitae,1
6849,gods name happened condom,0
6850,want go back berkeley well except friendlies 3,0
6851,someone page king awesome,0
6852,truly knows little thank oh lord wise mighty thank lord grace knows limits bounds pray done earth heaven give glory lives,1
6853,oh well two things team gets crushed playoffs happen booze handy,0
6854,fabulous celebratory evening propane propane propane last night big see brothers new house,1
6855,got time spreading roots time come gone though health drank thousand times time ramble,0
6856,learning selfliberation hooray,0
6857,wonders whether anyones ever done entomological history onomatopoeia oink become popular pigs ive seen go reese far become popular accuracy something else interesting question linguistics majors need paper topic,0
6858,error bloody personal statement spent 4 hours still get rid 3 lines takin long delete parts write whole thing,0
6859,go stormy weather rarely practice discern make love sin seek taciturn thats way get way get,0
6860,trying figure talk children jesus bread life,0
6861,rarely ever gets sick hopefully pass quickly,1
6862,selfwithother knowledge self fact entangled interpersonal level specific others ones life collective level relation social groups one identifies cognitive level implies linkages exist memory significantother representations self well knowledge designating social categories self,0
6863,wondering kid bulb dog back ultima road trip guess well see,0
6864,depressed beautiful,1
6865,never ending thesis,0
6866,ridiculous time holland boys propane propane needs shoes finances hike highest mountain poland,1
6867,history must concede exceptional position self infatuated man happened right entertaining things find researching,0
6868,blah,0
6869,beautiful experience mysterious fundamental emotion stands cradle true art true science whomever know longer wonder longer marvel good dead eyes dimmed einstein,0
6870,grrrrrr ridiculously awkwardmomentinducingly shy sometimes,1
6871,sunday propane gone person standing line behind minimal saw paying bill giant inappropriate anatomical figure pastor course,1
6872,guess last goodbye dont care wont cry youll sorry im dead guilt head guess youd call suicide im full swallow pride,0
6873,work 100pm home write paper study first exam busy life facebook week,1
6874,new muse album awesome,0
6875,going stuff work crap,0
6876,one final stands class wood,0
6877,woah tough day go go go regroup dominate ahhhhh,0
6878,looks sick time,1
6879,going see 2012 tonight woo hoo waiting see would interesting see nostradamus predictions come true 2012,0
6880,carthaginians attacking god knew theyd attacking alps damn knew theyd coming elephants get elephants arent elephants europe,0
6881,made first bouquet grand today,1
6882,work,1
6883,day gave propane one chance,0
6884,back habit,0
6885,realized never get break studying school,0
6886,hot pot,0
6887,determined find right tattoo placement,0
6888,bay bridge makes sad,0
6889,wants play tennis,0
6890,dedicate good deserve desire give peace mind deserve happy deserve delight propane,0
6891,early work blargedyargdeyblah minimum wattage love youu,0
6892,according personality profile ideal partner istjinteresting,1
6893,opened bottle cava wanted mimosa dinnernow realized kind finish bottle oh,1
6894,expect end campus tour huh,1
6895,slept uh 16,1
6896,hope survivors haiti receive aid quickly,0
6897,considerably colder bellman wa east lansing,1
6898,celebrating,0
6899,setting lazy dial 11,0
6900,best morning ive long time im loving,0
6901,leaving soon,0
6902,told propane died short pause need new propane nice,0
6903,alive flu work,1
6904,going another long boring week glad dont go anywhere months weekend,1
6905,whoa way sleepy way early cookies hot chocolate time,1
6906,work soon caf,0
6907,well know everything okay,0
6908,getting ready ny,1
6909,cant wait head outta,1
6910,rather enjoying last day 24 year old,1
6911,anyone anything earlier tonight call im lonely,1
6912,im going university maryland spent summer harvard dweeb,0
6913,back cities,1
6914,get job nerves got better job applied still got good learn better interviews still love job,1
6915,people want talk never online,0
6916,technical difficulties please standby,0
6917,learned something new game played today,0
6918,yea merry xmas ever 3 u,0
6919,sick shit,1
6920,aeropress back business america fuck yeah,0
6921,local local room,0
6922,8 invites give google wave write email interested part first get accounts,1
6923,guess fo yo birthday instead diamonds flowers kinda real gift get penis,0
6924,air glock air shotgun hear song air glock thats style 1053 end miss paper planes,0
6925,thinks sleepwalking last night dont remember wearing went bed,1
6926,needs paper filters,0
6927,bark less wag today,0
6928,bar bright pink walls mounted deer headband got rose elvis absolutely wonderful night,0
6929,happy hour crewmates,0
6930,added something new repertoire tonight,0
6931,propane fell couch last night fractured bone right elbow spent night er afternoon orthopedics office bringing home pretty purple cast christmas,1
6932,eid mubarak,0
6933,exact words renewing oh cant take license day going get bar dev gonna give new one wont picture stuff dev hold take picture picture put license think yelling coworker see done yup go bar dev sigh yeah girl,1
6934,cant remember stupid quote cool,0
6935,judo reboot,0
6936,looking forward list wife left,0
6937,ready thursday afternoon get go home see darlin,1
6938,teaching first grade,0
6939,movies,0
6940,like madman laughing rain little touch little insane,0
6941,dropped boyz airporthennessey come crunk juice lol,1
6942,never pretend love actually feel love command,0
6943,cant wait till magic happens taking ash little girl anyways bed dream night away nite fu friends sweet dreams,1
6944,gave cant keep something never lose,0
6945,hehe im listening kinda working wall 2 bad lil slow updating,0
6946,cannot express glad finally friday,0
6947,start planning thesis,0
6948,way krenshaw tomorrow well,0
6949,thinking trip shanghai long devil shanghai grown since left,0
6950,obama got nobel peace prize day bombed moon interesting,0
6951,breath relief,0
6952,writing essays,0
6953,heart rockband beatles bandmates,0
6954,gettin ready reggae,1
6955,cant always get want try sometimes youll find need rolling stones,0
6956,tired hell 12 shift day simply nuts,1
6957,atheist,1
6958,milano home sweet home,0
6959,wishes could teleport dallas tonight celebrate georges anniversary wilshire,1
6960,thought everyone might like know voted biggest nerd chest,0
6961,gonna move blogger wordless soon,0
6962,attending royal fireworks festival concert tonight riverfront park,1
6963,radio playing radio insert ever slight chuckle,0
6964,already end week stalkers far good im enjoying,1
6965,propnames salon takeover,0
6966,weekend,0
6967,unexpectedly mesmerized beautiful pennsylvania today,1
6968,common sense uncommon degree world calls wisdom,0
6969,pineapple,0
6970,im college yet im facebook oh media great,1
6971,need new pictures mine old,0
6972,thinks tonight pretty good night even propane incapable finding bathrooms strata,0
6973,sent kitty home kinda fun kitty cat day,0
6974,croup let nighttime fun begin,0
6975,mission day find car aft mound wintry precipitate,1
6976,propane excited epiphanyher second favorite liturgical season,1
6977,anyone seen homework timetables fucking,0
6978,busy bee,0
6979,snow geneva,1
6980,making pancakes propane course coffee left sure want anything black like soul sugar kidding im sweet enough thats 26 years 3 semper fi uncle propane,1
6981,working 6,1
6982,traverse city weekend detroit next weekend fall michigan,1
6983,lord portion christ trusted provide help ever needed let,1
6984,back gym looking forward new years party,1
6985,knows burning smell best sign good cooking thus going turn heat,0
6986,sorry bail early sanctuary last night folkssick tired fun bev makesittin corner like ol granny watchin kiddies play outside crunches nose,1
6987,dear god know youve got lot going jesus birthday coming need take civil procedure exam morning know take exams really need ya extra special sort way one oh one thing please hold snow make home,1
6988,someones going get soo bad later ugh,0
6989,thinks people either something shut deal pretty much first country peaceful transfer power political parties lets go back times shall gonna anything dont like please shut leave everyone else alone kthxbi,0
6990,soaking phoenix sun,1
6991,loves beautiful music every shape size,0
6992,couldnt focus propane really annoyingly antsy decided take walk feel much better shower memorizing time,1
6993,gone charlotte new years,1
6994,soy feliz,0
6995,tired sicksick tired go,1
6996,today got much better,0
6997,people encourage drink 4 clock morning,1
6998,working target starting immense amount reading,0
6999,disturbed come realization game life cruel,0
7000,hour long workout im trying convince vacuum house,1
7001,god faithful word given,1
7002,solitaire shit,0
7003,wants emergentist,1
7004,seventeen,1
7005,walk pier blame make walk go faster come along,1
7006,start slow step step results follow propane,0
7007,first day pod applications forgot challenging,1
7008,soy nog lout,0
