uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
5337,worried saw new facebook layout page figured get tears ridiculously addicted game,0,1,0,2,1
5338,thinks breakcom best website ever,0,3,0,0,0
5339,listening mice play chat ceiling,0,3,0,0,0
5340,go state foot second year row nothing could make day better,0,1,0,2,1
5341,sleeping,0,1,0,2,1
5342,unlimited texting yessssss,0,2,0,1,0
5343,snowing,0,3,0,0,0
5344,thinks sleepwalking last night dont remember wearing went bed,0,1,0,2,1
5345,know ive busy havent played tears 3 days,0,1,0,2,1
5346,going reading textbooks rest life 1 chapter neurotic left 2 chapters catch elk cell bio 23 environmental phys oh goodie,0,1,0,2,1
5347,ahhhhh best surprise ever,0,2,1,0,0
5348,soooooooooooooo sick,0,0,0,3,1
5349,genevageneva geneva pay bus ticket back ny,0,1,0,2,1
5350,year squeamish,1,0,1,1,0
5351,thanks birthday wishes,0,3,0,0,0
5352,hoping gonna rain today next week ever,0,2,0,1,0
5353,thanks birthday wishes madison beach 630 everythings casual,0,0,1,2,1
5354,excited propnames awesome pics yesterday,0,2,0,1,0
5355,thinks im healthy,0,2,0,1,0
5356,oh life,0,3,0,0,0
5357,driving model luxembourg catching early bird tomo baaarthelooona yippee,0,0,0,3,1
5358,7 days counting,0,2,1,0,0
5359,barcelona simply amazing,0,0,0,3,1
5360,second make things worse already,0,2,1,0,0
5361,horrible blog reminds themes wicked sooo good,0,3,0,0,0
5362,vancouver wednesday night yes,0,1,0,2,1
5363,stoked weekend marble canyons come,0,0,0,3,1
5364,chasing steeeeaahlight,0,2,1,0,0
5365,getting fat nooooowwwwwwww,0,3,0,0,0
5366,today goal wash put away dishes utensils casita 8 oh snap,0,2,0,1,0
5367,listening chinese metal curiosity interesting,0,2,0,1,0
5368,sir know,0,2,1,0,0
5369,got goin,0,1,2,0,0
5370,fear loss thats,0,2,1,0,0
5371,found little piece popcorn chicken fried fish balls crunchy mia,0,2,0,1,0
5372,must stop impulsively visiting site remembering minutes ago might help,0,2,0,1,0
5373,making fun,0,3,0,0,0
5374,sac airport finally got new pa announcement,0,2,0,1,0
5375,dads place,0,0,0,3,1
5376,someone,1,1,1,0,0
5377,ev training know yeahshoot,0,2,0,1,0
5378,power love selfcontrol,0,3,0,0,0
5379,bots taking,0,3,0,0,0
5380,im captain batch fon ronsenburg dalmasca,0,2,1,0,0
5381,chocolate noisome stay warm others feel cold,0,3,0,0,0
5382,third molars,0,2,0,1,0
5383,new old game,0,3,0,0,0
5384,wants deaf hell use sign language hell communicate directly,0,2,0,1,0
5385,veridian cerulean saffron fuchsia good stuff,0,3,0,0,0
5386,got,0,2,0,1,0
5387,nothing lab tas messed turning yeast spheroplasts time good true,0,2,0,1,0
5388,hoping vain sunshine,0,2,1,0,0
5389,finds good mix farming socializing killing monsters therapeutic,0,2,0,1,0
5390,sick,0,0,1,2,1
5391,sick badly,0,0,0,3,1
5392,believes summer indeed arrived,0,3,0,0,0
5393,excited mural painting,0,2,0,1,0
5394,finally completely uploaded alaska pictures,0,1,0,2,1
5395,feels old watching sixth harry potter movie,0,3,0,0,0
5396,paints mural,0,1,0,2,1
5397,back alaska,0,1,0,2,1
5398,working new profile pic end,0,2,0,1,0
5399,fun work,0,2,1,0,0
5400,feeling odd,0,1,0,2,1
5401,never realized boston fashion week,0,2,1,0,0
5402,looking forward sunny saturday park,0,1,0,2,1
5403,proves awesome picking paint colors,0,3,0,0,0
5404,needs buy newer karaoke songs,0,2,1,0,0
5405,joined harvard ballroom team,0,0,0,3,1
5406,busy watching castle last night fashion murder mayhem upload pics,0,3,0,0,0
5407,clearly needs transfer new pictures camera computer,0,1,0,2,1
5408,sad discover 8 hours sleep needed keep older body going,0,2,0,1,0
5409,leaving work downtime dance,0,0,0,3,1
5410,castle shopping,1,1,0,1,0
5411,feels satisfied life first midday long time,0,2,0,1,0
5412,looking forward homecoming weekend,0,0,0,3,1
5413,amazing friends ever,0,3,0,0,0
5414,dislikes utterly miserable weather outside,0,2,0,1,0
5415,realizes probably cant afford staying likewise pig sweets around harvard square overtime dance practice,0,1,0,2,1
5416,like sickness,0,0,0,3,1
5417,atheist,0,0,1,2,1
5418,sees peoples republic china turns 60 today finds moms birthday important,0,2,0,1,0
5419,super excited merlin season 2 started,0,3,0,0,0
5420,brightens day,0,2,1,0,0
5421,long exciting work day,0,1,0,2,1
5422,wants sunshine,0,2,0,1,0
5423,doctor sicko preparations pain needed another two weeks,0,0,1,2,1
5424,ready kick bacteria butt,0,2,1,0,0
5425,wants propnames dresses,1,2,0,0,0
5426,raked leaves weekend,0,2,0,1,0
5427,wants buffalo chicken chowder lunch,0,2,0,1,0
5428,wishes warm sunny blue sky wispy clouds seems indicate,0,2,0,1,0
5429,scared weather tomorrow,0,3,0,0,0
5430,sill friends flue vaccine,0,1,0,2,1
5431,subsuboptimal,0,2,0,1,0
5432,using excellent combination juice calories tip balance sickness health,0,3,0,0,0
5433,wants know boston wants see avenue,0,0,0,3,1
5434,actually works facebook trick press left right left right enter key right click press magic circles appear put status worked,0,3,0,0,0
5435,needs reset recent bout failing westerns clearly indicates bug system,0,2,0,1,0
5436,ready baltimore baltimore ready hua maybe,0,1,0,2,1
5437,cannot speak due throat pain brings back memories first days school ramp middle hopefully time wont racial slurs thrown around,0,0,0,3,1
5438,gets visit baltimore aquarium,0,1,0,2,1
5439,invites feel magic holidays visiting harry potter exhibit museum science boston dec 12 sat,0,2,0,1,0
5440,looking face camera cord,0,2,1,0,0
5441,knows flu vaccines friends,0,2,0,1,0
5442,speak long ignore occasional bouts severe coughing,0,2,0,1,0
5443,needs win fit plus order stay shape dance yes count,0,2,0,1,0
5444,wont wisdom teeth left 24 hours,0,0,0,3,1
5445,thanks kind soul turned wallet dislikes whoever took 100 holiday shopping looks lot less happy,0,1,1,1,0
5446,feeling 70 stop letting work get delayed happiness,0,2,0,1,0
5447,looking walleyed bath beyond shoppersemployeesplease kind save ravaged go back shop,0,3,0,0,0
5448,thanks propane propane gorgeous additions especially personalized jacket shes showing work today closet giant hole wallet 3,0,1,0,2,1
5449,landed boston back work,0,0,0,3,1
5450,wishes awesome new year full laughter joy,0,3,0,0,0
5451,sad shes shorter shortest semifinalists cycle 13 ants propnames french accent scary,0,2,1,0,0
5452,wishes experiments would work shes lab especially shes staying past normal going home time,0,0,0,3,1
5453,must eat lots sticky crunchy food thursday morning,0,3,0,0,0
5454,hauling facebookwarningwarninginformation photos may disappear,0,3,0,0,0
5455,going eat ice cream cake lunch,0,1,1,1,0
5456,28 teeth left rate loss decade shell toothless age 160not bad currently cannot grinsmile,0,0,0,3,1
5457,singing christmas songs,0,3,0,0,0
5458,hungry,0,1,1,1,0
5459,going see chinese dance future,0,2,1,0,0
5460,already hard work,0,1,1,1,0
5461,watching first half knock knock loving portion worth watching,0,3,0,0,0
5462,sore muscles dancing hard weekend,0,2,0,1,0
5463,wants nap,0,2,0,1,0
5464,finally made part iii propnames immunobiology book,0,2,0,1,0
5465,believes bad things come threes proverb,0,2,0,1,0
5466,super excited first day dance practice,0,1,0,2,1
5467,awed 30 minutes triple ram 3,1,2,0,0,0
5468,keeping lab notebook update,0,2,0,1,0
5469,yet watched weeks episode castle thus failing life,0,2,0,1,0
5470,must work hard today go home super heavy snowfall starts,0,1,0,2,1
5471,plans visit orlando harry potter sun april long weekend go patriots day,0,0,0,3,1
5472,first day work rough nice rough,0,1,0,2,1
5473,hates person downstairs im trying work dont need singing vocals gargling sink mean really,0,2,0,1,0
5474,iphone 30 release day late fu,0,3,0,0,0
5475,3 propnames ginger candy,0,3,0,0,0
5476,mad fair ended mud anything else,0,2,1,0,0
5477,mad store wonton rolls fry springroll wrappers work,0,2,1,0,0
5478,motorola s305,0,2,0,1,0
5479,likes everything apparently,1,2,0,0,0
5480,set mobile router way easier thought would,0,3,0,0,0
5481,bad person,0,3,0,0,0
5482,world rocked ht820,1,2,0,0,0
5483,amazed effective individual updates getting rid possessions single photo album two pieces furniture go,0,1,1,1,0
5484,finally remembers meaning summertime friday nights,0,2,0,1,0
5485,awesome ith,0,2,1,0,0
5486,talked guy today convinced chemical engineering mixing elements make things use chemicals might make sense mean literally oh well,0,3,0,0,0
5487,wants free stuff get rid less move dresser coat rack shelves desk bathroom stereo really people favor taking,0,0,0,3,1
5488,set network printing even though everyone said impossible ha,0,2,0,1,0
5489,wants free please come take,0,1,0,2,1
5490,im still mad got jazz band good one even cant thermo first tear college get play music grawwwwwwwwww,0,0,0,3,1
5491,made eggrolls right way,0,2,0,1,0
5492,free shelves,0,3,0,0,0
5493,feeding time aquarium,0,2,0,1,0
5494,sick removing quiz results news feed please friends share ones reeeeaaaaaaaly like,0,3,0,0,0
5495,know grad school effect read vending machine selection caught mom ritz bits,0,2,0,1,0
5496,got drunk germans suite maybe theres something grad dorms,0,0,0,3,1
5497,tea,0,2,0,1,0
5498,westbound mass pike see signs springfield albany almost like oregon,0,3,0,0,0
5499,next term ill lab get science every day cube get homework every day,0,1,0,2,1
5500,im sorry barometer device goes propane nearby,0,2,0,1,0
5501,sure hopes venture bros goes season 5,0,3,0,0,0
5502,split raw almond mouth halves completely smooth inside never lose novelty,0,3,0,0,0
5503,thought everyone might like know voted biggest nerd chest,0,2,1,0,0
5504,damn feeder valve keeps clogging,0,2,0,1,0
5505,lac 2 beams oooooh,2,0,1,0,0
5506,whaaaat actually liked avatar,0,2,0,1,0
5507,find frustrating non friends post pictures friends leaves without option leaving snarky comments grumble,0,2,0,1,0
5508,itll take lot convincing ill even think watching caprice reimagined battlestar might change mind writers demonstrate capable keeping plot details straight whole series thoughts anyone,0,3,0,0,0
5509,highly recommend propane propane rules,0,3,0,0,0
5510,foot one craigslist adventure one go,1,2,0,0,0
5511,wonders people dont say twenty ten,0,3,0,0,0
5512,damn boxcutter,0,2,0,1,0
5513,got jazz band rehearsal 230 bus home get horn much getting work done today,0,0,0,3,1
5514,high swing dance cept really late,0,1,0,2,1
5515,impossible sit tub shower feel emo,0,2,1,0,0
5516,wow campus eye doctor really fast go mass,0,2,0,1,0
5517,broke 900 piece equipment today sigh live learn,0,2,0,1,0
5518,woo new glasses ready next week,0,1,0,2,1
5519,went skateboarding first time life itll days practice make campus,0,1,0,2,1
5520,realized lot easier breathe dont live grassed capital world,0,2,0,1,0
5521,saved wolfman alpha,0,3,0,0,0
5522,glad propane taken responsibility happened dont worry propane im mad,0,2,0,1,0
5523,misses ithacan winters hot weather sucks chicago better freezer,0,0,0,3,1
5524,played quidditch awesome,0,2,0,1,0
5525,holy crap propnames rewards program lets get free chocolate store every month awesome,0,3,0,0,0
5526,starts job tomorrow goodbye freetimesville hello moneyto station,0,0,0,3,1
5527,cant help smile,0,3,0,0,0
5528,liking new job far course kids yet arrive,0,0,0,3,1
5529,name im say symptoms awesome day,0,2,0,1,0
5530,going miss,0,3,0,0,0
5531,dream come true last night dreamt eating cinnamon bun today ate cinnamon bun,0,2,0,1,0
5532,knows tie houses together world revolve around us,0,3,0,0,0
5533,lead activity dating etiquettewish luck,0,1,0,2,1
5534,sad weekend cant wait sunday,0,1,0,2,1
5535,going nuke site orbit way sure,0,3,0,0,0
5536,getting paperbefore monsters right,1,2,0,0,0
5537,thinks hell start prussiastyle diary status update remind choice finally acts upon,0,2,0,1,0
5538,currently preptastic,1,2,0,0,0
5539,hey rhode island friends rocks providence whats best italian place city,0,0,0,3,1
5540,sick starting letters dear friends dear im using different adjectives antiestablishment propane signed propane screw convention,0,3,0,0,0
5541,done hooray,0,2,1,0,0
5542,wants asleep damn notterrible work ethic,0,1,0,2,1
5543,going research reactor tomorrow yay,0,0,0,3,1
5544,thinking tonight old college town,0,2,1,0,0
5545,set tomorrow,0,2,0,1,0
5546,impressed ads side fu getting relevant without offensively finally ive got ad book like band like movie animator like yay,0,2,0,1,0
5547,grew bolder day day,0,2,0,1,0
5548,wants cottage cheese pastrami sandwich banana bread even severely ruins reputation,0,2,0,1,0
5549,wishes everyone happy first day classes yayyyyyyy,0,3,0,0,0
5550,great day,0,3,0,0,0
5551,doctor writer witty status updates damnit,0,2,0,1,0
5552,want say goodbye next week,0,0,0,3,1
5553,finds fiction much interesting imagine actors voice actors people instead different characters holy crap propnames father liquid snake hey look bian knob helping quixote liberate arabs wi,0,3,0,0,0
5554,wishes corellian friends good luck tomorrow enjoy wonderful place,0,2,0,1,0
5555,wants see version propane story gift magi one people receives bible inform friend sold soul satan buy gift,0,3,0,0,0
5556,knows wants canadian please,0,3,0,0,0
5557,pretty good day kayaking bughouse dodgeball foursquare lap tag plus good conversation,0,2,0,1,0
5558,cant help smile,0,2,0,1,0
5559,looking forward new college town,0,0,0,3,1
5560,one iteration closer desired solution,0,2,0,1,0
5561,finally apartment pictures,0,1,1,1,0
5562,chicago yay still misses propane though,0,0,0,3,1
5563,started prussiastyle diary herthat take long link,0,1,2,0,0
5564,actually danced dance fun,1,2,0,0,0
5565,loved propane,0,1,1,1,0
5566,know chemicals jalapeno peppers could make bare skin feel kinda burn huh,0,2,1,0,0
5567,monday august 3 anyone want something,0,0,0,3,1
5568,wants fat little scotland pony complete missions,0,3,0,0,0
5569,start planning thesis,0,2,0,1,0
5570,much better first day classes expected,0,2,0,1,0
5571,wishes thata,0,1,0,2,1
5572,getting better resisting urge ragequit,0,2,1,0,0
5573,love girl named propane damn stuff delicious,0,0,1,2,1
5574,wishes friends could burst random song dance like musicals,0,3,0,0,0
5575,looks lot like young lenin shank ever realized,0,2,0,1,0
5576,recently realized theres large whole theoretical structure life may interactions working solution,0,1,2,0,0
5577,one iteration closer desired solution,0,3,0,0,0
5578,wonders whether anyones ever done entomological history onomatopoeia oink become popular pigs ive seen go reese far become popular accuracy something else interesting question linguistics majors need paper topic,0,3,0,0,0
5579,never gives never surrenders,0,3,0,0,0
5580,feeling rather odinesque today ragnar sorta way,0,3,0,0,0
5581,enjoying chicago immensely time passing little slowly,0,0,0,3,1
5582,wants thank tabasco company listing scoville heat units products thinks spicy food makers follow suit,0,2,0,1,0
5583,wishes thata get snow,0,3,0,0,0
5584,hit wall work,0,2,0,1,0
5585,thinks hes going make truffles tomorrowfor science,0,3,0,0,0
5586,finally started orientation seems pretty good far,0,1,0,2,1
5587,finally ended orientation fast perspectives social science historical methods early modern england classes quarter seems,0,0,0,3,1
5588,gave productive member society left engineering ok social sciences let write cool people dont want think topic benefits anyone,0,0,0,3,1
5589,loves host oh much,0,1,0,2,1
5590,pony,0,2,1,0,0
5591,feels like koala crapped rainbow brain,0,3,0,0,0
5592,gazed upon face savior monkeys wept beauty sight,0,3,0,0,0
5593,done mass midterm much happier,2,1,0,0,0
5594,thinks hell apply pigfarts next year,0,2,0,1,0
5595,leaves chicago tomorrow cant wait magical packing fairy would visit,0,0,0,3,1
5596,associates russian classical composers christmas reason nutcracker stuff either bit odd especially since everyone knows santa lives finland russia,0,3,0,0,0
5597,found mega alr itunes life got little bit awesome,0,3,0,0,0
5598,ready begin day fueled power french toast readings prepare read,0,1,1,1,0
5599,many unknowns solve equations hell never stop trying,0,2,0,1,0
5600,digs giant robots,0,2,1,0,0
5601,dear everyone crack open dictionary start using hypothesis theory correctly hard misusing word confuses stupid people need listen makes sad,0,2,0,1,0
5602,learns esperanton,3,0,0,0,0
5603,chorizo tastiest delicious meat known mankind im going eat crap,0,3,0,0,0
5604,mas leni nova lingo,3,0,0,0,0
5605,thankful wonderful friends happy thanksgiving everyone wish could spend every one,0,3,0,0,0
5606,alright host listen im going see music tomorrow dont want anything supernatural prevent got im sick crap,0,2,1,0,0
5607,danced last night starting become pattern,0,1,0,2,1
5608,remembers time able easily find classes school actually shit together managed central location course descriptions,0,2,0,1,0
5609,good morning case dont see ya good afternoon good evening good night,0,2,0,1,0
5610,reads past mourns future,0,2,0,1,0
5611,love better anybody see seldom often happens worldpropname,0,3,0,0,0
5612,finished skeleton drafts hooray suck essays,0,1,1,1,0
5613,hal alive time 2010 conveniently enough sure im gonna keep cuz hes missing word eh internet,0,3,0,0,0
5614,ganache delicious,0,3,0,0,0
5615,dear online dictionary makers let people search text entries entry words make dictionaries like human brain let search make things find words include words definitions would rock love propane,0,1,0,2,1
5616,enemies thought things always happened,0,2,0,1,0
5617,feels weird library finals week patron,0,1,0,2,1
5618,holy crap hilarious link read reviews bigoted morons think like read offensive ones best,0,1,2,0,0
5619,starting wonder whether eyes reflect light nearinfrared spectrum something thats sight humans visible cameras cuz man photos go would swear eyes red,0,3,0,0,0
5620,pack hooray one quarter two go,0,0,0,3,1
5621,filling diaries references dinosaurs bigfoot way world ends future historians diary primary sources theyll think least world awesome ended care tricking future believing era awesomest ever encourage together,0,3,0,0,0
5622,im home,0,2,0,1,0
5623,one paper submitted two go,0,2,1,0,0
5624,rip hal 9000 think successor named metal gear,0,3,0,0,0
5625,melodramatic sister world,0,1,1,1,0
5626,got mind blown apparently propane salute shorts rich girl played chineseamerican actress totally never noticed ever thank wwwtvtropesorg showing terrible memory,0,3,0,0,0
5627,beginning miss chicago friends,0,0,0,3,1
5628,dreads mortality walks empty aisles library admiring volumes yet knowing life never last long enough enjoy,0,2,0,1,0
5629,lets see honest fu friends leave one word comment think best describes one word one word copy paste post wall leave word interesting,0,3,0,0,0
5630,wants get hyde park,0,0,0,3,1
5631,wants best like one ever,0,3,0,0,0
5632,bit christmas cuteness link,0,1,2,0,0
5633,become chef,0,3,0,0,0
5634,wonders whether love bloom even battlefield,0,3,0,0,0
5635,merry christmas everyone,0,3,0,0,0
5636,well crap computers software currently corrupted something wont work right two hell weeks begin wheeze anyone chicago copy windows professional edition ad borrow reinstall stuff,0,1,0,2,1
5637,back chicago,0,0,0,3,1
5638,new years resolution negate everyone elses resolutions,0,3,0,0,0
5639,feels like 14fah like thata feels wonderful yes propane crazy,0,1,0,2,1
5640,research writing 12 page term paper 48 hours revision time,0,3,0,0,0
5641,three sidebar ads currently meeting girls think facebook pities,0,2,0,1,0
5642,returns chicago tomorrow yay,0,0,0,3,1
5643,first day classes new quarter hope suddenly loud girls give coronary thrombosis like last quarter,0,2,0,1,0
5644,spring break propane corellian want super awesome place visit spring break keep chicago mind,0,0,0,3,1
5645,excellent weekends coming rock,0,2,1,0,0
5646,happy 150th birthday zamenhof thanks language,0,2,1,0,0
5647,portuguese pronounce like damnit fault organized chinese always wondered blame,0,3,0,0,0
5648,wonders whether professor propane would let write term paper fanfictions using theories readings,0,0,1,2,1
5649,welch blue mast du lieber diese oder diese,3,0,0,0,0
5650,holy mother microfilm bitch eyes dear 1890 learn write normal look like us,0,2,0,1,0
5651,come massachusetts guys supposed new english happened,0,3,0,0,0
5652,anyone wanna see fly wednesday itll awesome,0,2,0,1,0
5653,great day,0,1,0,2,1
5654,geez century britons love propane great much dont marry,0,2,1,0,0
5655,holy crap hero ii syracuse former general pyrrhus virus never knew hero official title awesomest friendhaver ancient world far im concerned pyrrhus archimedes least go hero hero,0,3,0,0,0
5656,cant wait next weekend even getting evaluated,0,2,1,0,0
5657,ask one question send inbox question anything matter awkward ill answer honestly catch dare put status see people ask cant resist dares,0,1,1,1,0
5658,art museum sorry proposal ill work laterprobably,0,0,1,2,1
5659,whatta whatta whatta whatta,2,1,0,0,0
5660,wishes happy valentines day cares hope friends know much mean,0,3,0,0,0
5661,looking forward weekend,0,2,0,1,0
5662,see propane propane got awesome gift mail today learned construct book wheel today like megaawesome,0,0,0,3,1
5663,guess last goodbye dont care wont cry youll sorry im dead guilt head guess youd call suicide im full swallow pride,0,3,0,0,0
5664,rip,0,3,0,0,0
5665,3 samir,0,2,0,1,0
5666,rip propane,0,1,2,0,0
5667,walked morning dont believe saw hundred billion bottles washed shore seems im alone alone hundred billion castaways looking home,0,2,0,1,0
5668,always knew make cry never ask questions seems get kicks hurting dont try understand words arent enough love feeling give want quench des,0,3,0,0,0
5669,tokyo,0,0,3,0,0
5670,went dinner man happened host true story,0,0,0,3,1
5671,hey american phone officially dont call text anymore,0,1,0,2,1
5672,live beautiful world hide away peaceful skies survive time word feel nights passing,0,3,0,0,0
5673,ive finally gotten around uploading japan pictures far know unbelievable amount forgive love taking pics enjoy,0,1,0,2,1
5674,alliance international politics union two thieves hands deeply inserted others pockets cannot separately plunder third,0,3,0,0,0
5675,missed teaching elementary school thursday sad,0,1,0,2,1
5676,wants fall love,0,2,0,1,0
5677,woke late get eat breakfast today sad im hungry,0,2,0,1,0
5678,want someone buy dinner,0,3,0,0,0
5679,greatest happiness scatter enemy drive see cities reduced ashes see love shrouded tears gather bosom wives daughters,0,3,0,0,0
5680,always make rule let fellow fire first man wants fight argue question try show foolish would cant dissuaded fun begins always let first crack fire see verdict selfdefence side know pretty certain hurry miss never,0,2,0,1,0
5681,want loved dont seem love im wandering aimlessly within repetition answer found one even im scared even im hurt ill say love person love,0,3,0,0,0
5682,bored,0,3,0,0,0
5683,want see right even though want shout longer say even try force can't catch back used armsbut your're gone,1,1,1,0,0
5684,missing,0,1,1,1,0
5685,absence orders find something kill propane,0,3,0,0,0
5686,ship fighting crew girl lips like wine thats ever asked lick wounds bullies break cask ale going work ship never worked dance sing buckle damn devil empty seas bound waters seaport fat merchant ships crammed plunder,0,3,0,0,0
5687,lupin like shuttle original sometimes wonderful ideas ideas dangerous make men extremely rich extremely poor make break men always feel people happier live simple unsophisticated life believe happy ambitious,0,2,0,1,0
5688,like fire hellfire fire skin burning desire turning sin fault im blame gypsy girl witch sent flame fault gods plan made devil much stronger man,0,3,0,0,0
5689,last christmas gave heart next day gave away year save tears ill give someone special,0,2,0,1,0
5690,hope survivors haiti receive aid quickly,0,3,0,0,0
5691,tokyo anyone want entertain entertained im,0,0,0,3,1
5692,like asahi super dry much,0,2,0,1,0
5693,face,0,3,0,0,0
5694,slowly walking hall faster cannonball getting high someday find caught beneath landslide champagne supernova sky,0,3,0,0,0
5695,tokyo wednesday morning anyone want hang,0,0,0,3,1
5696,ny tomorrow,0,1,0,2,1
5697,getting ready wrap first week ny,0,0,0,3,1
5698,cannot wait friday,0,3,0,0,0
5699,one week left,0,2,1,0,0
5700,heading cross country,0,1,0,2,1
5701,cant wait thata tomorrow,0,0,0,3,1
5702,ny incommunicado 24 hours cant wait,0,1,1,1,0
5703,first day school,0,1,0,2,1
5704,theres gum quarter,0,3,0,0,0
5705,best discovery germans 10 minutes house,0,1,0,2,1
5706,whats pa inspection standards,0,2,1,0,0
5707,longest day everest great see many people,0,3,0,0,0
5708,venturing world high school football go lions,0,2,0,1,0
5709,making applecarrot muffins like ones business,0,3,0,0,0
5710,2 months,0,2,1,0,0
5711,heading princeton watch little bro row first race go big red,0,0,0,3,1
5712,made kickass shrimp penne arribiatalike dish watch game,0,3,0,0,0
5713,back de dover race tomorrow,0,0,0,3,1
5714,tea lunch pumpkin bread muffins school,0,2,0,1,0
5715,wants 1 month 2 weeks,0,2,0,1,0
5716,delawarebound hours,0,1,0,2,1
5717,hand,1,1,0,1,0
5718,booked tickets germany winter break heading thata tomorrow homecoming life good,0,0,0,3,1
5719,3 weeks,0,1,2,0,0
5720,last day school new year 3 days,0,1,0,2,1
5721,needs make thursday,0,3,0,0,0
5722,rip raccoon driveway morning,0,2,0,1,0
5723,really missing 130 linden right,1,1,0,1,0
5724,snow,0,3,0,0,0
5725,back states side wonderful trip,0,1,0,2,1
5726,ny time tomorrow,0,0,0,3,1
5727,nine taken,1,2,0,0,0
5728,potsdam,0,1,1,1,0
5729,pal til,2,0,0,1,0
5730,black tomorrow,0,0,1,2,1
5731,loves back mid atlantic high school 2 hour delays 3 inches snow possible,0,1,0,2,1
5732,vegetarian chili beans little ones,0,3,0,0,0
5733,checking habitat humanity,0,3,0,0,0
5734,snow germany,0,2,1,0,0
5735,made kickass veggie lasagna,0,2,0,1,0
5736,snow day,0,3,0,0,0
5737,house smells like hickory fall,0,3,0,0,0
5738,gave heart gave picture old time sheriff,0,3,0,0,0
5739,fabulous weekend,0,3,0,0,0
5740,stuck home old boring thingagain,0,1,0,2,1
5741,im drawing picture promised gonna turning nicely hope likes,0,2,0,1,0
5742,someones going get soo bad later ugh,0,1,1,1,0
5743,took placement test today better expected,0,2,0,1,0
5744,looking forward abs next month 3,0,1,1,1,0
5745,rec orientation tomorrow morning,0,0,1,2,1
5746,rockin grandma style new cargo haha,0,2,0,1,0
5747,sad abs yearcant wait til next year,0,1,0,2,1
5748,saw mamma mia first time today like,0,3,0,0,0
5749,excited mom get home tomorrow,0,0,0,3,1
5750,misses teaching little self defense hahaha,0,1,0,2,1
5751,one day abs,0,0,2,1,0
5752,black hair,0,3,0,0,0
5753,trying pass time maddie register,0,0,0,3,1
5754,week gonna sooo much fun,0,3,0,0,0
5755,disneyland tomorrow going maddie going awesome,0,0,0,3,1
5756,feels soooo much better,0,3,0,0,0
5757,really cant wait til next week abs living daddies hahahahaha,0,0,0,3,1
5758,going movies,0,1,0,2,1
5759,hates house nowhere tough,0,3,0,0,0
5760,good day today,0,3,0,0,0
5761,saw old friend propane today lots catching,0,0,0,3,1
5762,goin watch band perform first performance today haha,0,2,0,1,0
5763,happy maddie,0,1,0,2,1
5764,kyle's dying hair,0,1,0,2,1
5765,super tired class 7 wont home til around 6,0,0,0,3,1
5766,ahah hate cold ugh,0,1,0,2,1
5767,going rec log webadvisor make sure get dropped classes 3000 students got dropped paying,0,2,0,1,0
5768,discovered life goal surgeon,0,1,0,2,1
5769,needs get hair recovered ahhhhhhhhhhhh,0,2,0,1,0
5770,physics test monday history midterm wednesday fun stuffto,0,1,1,1,0
5771,exhausted ready bedblahhhhhh,0,1,0,2,1
5772,im home finally yayyyy hope ok test,0,2,0,1,0
5773,good morning starshine earth says hello,0,3,0,0,0
5774,exhausted im ready sleep,0,1,0,2,1
5775,surrogates really good movie,0,3,0,0,0
5776,long day tomorrow looking forward hopefully ok mid term history,0,1,0,2,1
5777,found 14 years schooling want follow orthopedic surgeon thing,0,2,0,1,0
5778,long lazy day ive many oh well hopefully tomorrow better,0,1,0,2,1
5779,ugh dont feel good againugh,0,1,0,2,1
5780,made fresh chocolate chip cookiesyummmmyyy,0,3,0,0,0
5781,today feels like forever,0,2,0,1,0
5782,got transformers shirt cute,0,3,0,0,0
5783,wants new toki hotel ad,0,3,0,0,0
5784,got transformers shirt cute,0,3,0,0,0
5785,propane always takes long get morning blahhhhhhhhhhh,0,1,1,1,0
5786,happy camper got toki hotel ad,0,1,0,2,1
5787,good soc final far,0,3,0,0,0
5788,hate mom leaves,0,1,1,1,0
5789,moms coming home tonight,0,1,0,2,1
5790,finally home long day school,0,1,0,2,1
5791,disappointed someone thought would never really disappointed,0,2,0,1,0
5792,olive garden tonight,0,2,0,1,0
5793,fun 6 flags,0,2,0,1,0
5794,exhausted today dont want rain blehhhh,0,1,0,2,1
5795,2 pages paper 3 go,1,1,0,1,0
5796,gotta love writers blockage,0,2,0,1,0
5797,dont want go class today carrying stupid trifle board wind ehhhhhoh well,0,1,0,2,1
5798,done paper finally,0,3,0,0,0
5799,know someone cancer want christmas cure put status,0,1,0,2,1
5800,far sociology,0,0,0,3,1
5801,awesome idea paper last night sleep,0,3,0,0,0
5802,love smell christmas trees,0,3,0,0,0
5803,thank god dont see propane ever,0,2,0,1,0
5804,lot fun sister,0,3,0,0,0
5805,created plan schedule classes,0,3,0,0,0
5806,taking break lookng paper,0,2,0,1,0
5807,relaxing listening music fun stuff,0,3,0,0,0
5808,ugh starting soc paper overthis going busy laugh,0,1,0,2,1
5809,feel worse yesterday thank god theres class today,0,1,0,2,1
5810,waiting,0,2,1,0,0
5811,peoples parents take everything kids stupid ugh,0,3,0,0,0
5812,waiting new phone come week sooo excited,0,1,0,2,1
5813,boredwhat like 20 minutes,0,2,0,1,0
5814,new phone comes today scored first quiz yay,0,1,0,2,1
5815,merry christmas everyone,0,3,0,0,0
5816,dont wanna go school ahhhhhhh,0,3,0,0,0
